	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
14	SAMPL5_034	CHX-G01	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.67e+002	1.01e+002	N/A	N/A		0	0.00	N/A
15	SAMPL5_034	CHX-G01	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	2.86e+002	1.38e+002	N/A	N/A		0	0.00	N/A
16	SAMPL5_034	CHX-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	1.05e+002	6.55e+001	N/A	N/A		0	0.00	N/A
17	SAMPL5_034	CHX-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	5.64e+001	4.50e+001	N/A	N/A		0	0.00	N/A
18	SAMPL5_034	CHX-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	2.39e+002	1.37e+002	N/A	N/A		0	0.00	N/A
19	SAMPL5_034	PBS-G01	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	3.18e+004	2.61e+004	N/A	N/A		0	0.00	N/A
20	SAMPL5_034	PBS-G01	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	4.04e+004	3.06e+004	N/A	N/A		0	0.00	N/A
21	SAMPL5_034	PBS-G01	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	4.10e+004	3.25e+004	N/A	N/A		0	0.00	N/A
22	SAMPL5_034	PBS-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	3.46e+004	2.72e+004	N/A	N/A		0	0.00	N/A
23	SAMPL5_034	PBS-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	4.38e+004	3.16e+004	N/A	N/A		0	0.00	N/A
24	SAMPL5_034	PBS-O01	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	4.03e+004	2.95e+004	N/A	N/A		0	0.00	N/A
25	SAMPL5_003	CHX-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	7.07e+005	5.79e+005	N/A	N/A		0	0.00	N/A
26	SAMPL5_003	CHX-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	7.32e+005	6.13e+005	N/A	N/A		0	0.00	N/A
27	SAMPL5_003	CHX-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	8.69e+005	7.28e+005	N/A	N/A		0	0.00	N/A
28	SAMPL5_003	CHX-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	7.42e+005	5.93e+005	N/A	N/A		0	0.00	N/A
29	SAMPL5_003	CHX-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	8.37e+005	6.70e+005	N/A	N/A		0	0.00	N/A
30	SAMPL5_003	CHX-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.29e+006	1.08e+006	N/A	N/A		0	0.00	N/A
31	SAMPL5_003	PBS-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	7.32e+004	3.55e+004	N/A	N/A		0	0.00	N/A
32	SAMPL5_003	PBS-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	8.16e+004	3.77e+004	N/A	N/A		0	0.00	N/A
33	SAMPL5_003	PBS-A02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	8.59e+004	4.07e+004	N/A	N/A		0	0.00	N/A
34	SAMPL5_003	PBS-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	4.44e+004	2.20e+004	N/A	N/A		0	0.00	N/A
35	SAMPL5_003	PBS-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	3.69e+004	1.85e+004	N/A	N/A		0	0.00	N/A
36	SAMPL5_003	PBS-I02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	4.30e+004	2.10e+004	N/A	N/A		0	0.00	N/A
37	SAMPL5_031	CHX-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.24e+002	7.56e+001	N/A	N/A		1	0.00	N/A
38	SAMPL5_031	CHX-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	3.84e+002	1.07e+002	N/A	N/A		0	0.00	N/A
39	SAMPL5_031	CHX-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	3.77e+002	1.49e+002	N/A	N/A		1	0.00	N/A
40	SAMPL5_031	CHX-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	2.13e+002	7.58e+001	N/A	N/A		0	0.00	N/A
41	SAMPL5_031	CHX-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	2.50e+002	1.07e+002	N/A	N/A		0	0.00	N/A
42	SAMPL5_031	CHX-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	5.90e+002	1.95e+002	N/A	N/A		1	0.00	N/A
43	SAMPL5_031	PBS-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.33e+006	1.21e+006	N/A	N/A		0	0.00	N/A
44	SAMPL5_031	PBS-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.65e+006	1.32e+006	N/A	N/A		0	0.00	N/A
45	SAMPL5_031	PBS-B02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	2.67e+006	1.29e+006	N/A	N/A		0	0.00	N/A
46	SAMPL5_031	PBS-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	2.31e+006	1.19e+006	N/A	N/A		0	0.00	N/A
47	SAMPL5_031	PBS-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	2.34e+006	1.19e+006	N/A	N/A		0	0.00	N/A
48	SAMPL5_031	PBS-J02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	2.55e+006	1.21e+006	N/A	N/A		0	0.00	N/A
49	SAMPL5_032	CHX-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.05e+000	4.85e+000	N/A	N/A		0	0.00	N/A
50	SAMPL5_032	CHX-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	4.91e+000	1.00e+001	N/A	N/A		0	0.00	N/A
51	SAMPL5_032	CHX-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.19e+001	1.92e+001	N/A	N/A		0	0.00	N/A
52	SAMPL5_032	CHX-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	7.00e+000	1.25e+001	N/A	N/A		0	0.00	N/A
53	SAMPL5_032	CHX-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	1.05e+000	4.86e+000	N/A	N/A		0	0.00	N/A
54	SAMPL5_032	CHX-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.89e+001	1.44e+001	N/A	N/A		0	0.00	N/A
55	SAMPL5_032	PBS-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	6.39e+005	3.04e+005	N/A	N/A		0	0.00	N/A
56	SAMPL5_032	PBS-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	7.17e+005	3.55e+005	N/A	N/A		0	0.00	N/A
57	SAMPL5_032	PBS-H04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	7.19e+005	3.55e+005	N/A	N/A		0	0.00	N/A
58	SAMPL5_032	PBS-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	5.67e+005	2.68e+005	N/A	N/A		0	0.00	N/A
59	SAMPL5_032	PBS-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	7.06e+005	3.38e+005	N/A	N/A		0	0.00	N/A
60	SAMPL5_032	PBS-P04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	8.82e+005	4.49e+005	N/A	N/A		0	0.00	N/A
61	SAMPL5_026	CHX-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.07e+003	4.43e+002	N/A	N/A		0	0.00	N/A
62	SAMPL5_026	CHX-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.17e+003	4.64e+002	N/A	N/A		0	0.00	N/A
63	SAMPL5_026	CHX-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.69e+003	7.98e+002	N/A	N/A		0	0.00	N/A
64	SAMPL5_026	CHX-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	8.20e+002	3.43e+002	N/A	N/A		0	0.00	N/A
65	SAMPL5_026	CHX-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	8.35e+002	4.21e+002	N/A	N/A		0	0.00	N/A
66	SAMPL5_026	CHX-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.20e+003	5.78e+002	N/A	N/A		0	0.00	N/A
67	SAMPL5_026	PBS-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	8.08e+006	3.36e+006	N/A	N/A		0	0.00	N/A
68	SAMPL5_026	PBS-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	8.97e+006	3.75e+006	N/A	N/A		0	0.00	N/A
69	SAMPL5_026	PBS-D03	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	8.28e+006	3.63e+006	N/A	N/A		0	0.00	N/A
70	SAMPL5_026	PBS-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	8.24e+006	3.62e+006	N/A	N/A		0	0.00	N/A
71	SAMPL5_026	PBS-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	8.87e+006	3.71e+006	N/A	N/A		0	0.00	N/A
72	SAMPL5_026	PBS-L03	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	8.32e+006	3.42e+006	N/A	N/A		0	0.00	N/A
73	SAMPL5_027	CHX-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	6.26e+004	3.28e+004	N/A	N/A		0	0.00	N/A
74	SAMPL5_027	CHX-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	6.79e+004	3.44e+004	N/A	N/A		0	0.00	N/A
75	SAMPL5_027	CHX-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	8.04e+004	4.12e+004	N/A	N/A		0	0.00	N/A
76	SAMPL5_027	CHX-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	6.10e+004	2.31e+004	N/A	N/A		0	0.00	N/A
77	SAMPL5_027	CHX-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	6.51e+004	3.35e+004	N/A	N/A		0	0.00	N/A
78	SAMPL5_027	CHX-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	7.43e+004	3.93e+004	N/A	N/A		0	0.00	N/A
79	SAMPL5_027	PBS-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.01e+007	5.65e+006	N/A	N/A		0	0.00	N/A
80	SAMPL5_027	PBS-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.17e+007	5.63e+006	N/A	N/A		0	0.00	N/A
81	SAMPL5_027	PBS-D04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	2.15e+007	5.62e+006	N/A	N/A		0	0.00	N/A
82	SAMPL5_027	PBS-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	2.08e+007	5.62e+006	N/A	N/A		0	0.00	N/A
83	SAMPL5_027	PBS-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	1.97e+007	5.52e+006	N/A	N/A		1	0.00	N/A
84	SAMPL5_027	PBS-L04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.73e+007	5.47e+006	N/A	N/A		1	0.00	N/A
85	SAMPL5_028	CHX-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.91e+001	1.83e+001	N/A	N/A		1	0.00	N/A
86	SAMPL5_028	CHX-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.82e+001	2.29e+001	N/A	N/A		1	0.00	N/A
87	SAMPL5_028	CHX-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	3.89e+001	4.56e+001	N/A	N/A		1	0.00	N/A
88	SAMPL5_028	CHX-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	1.05e+002	4.91e+001	N/A	N/A		0	0.00	N/A
89	SAMPL5_028	CHX-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	5.88e+001	4.67e+001	N/A	N/A		1	0.00	N/A
90	SAMPL5_028	CHX-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.41e+002	7.40e+001	N/A	N/A		1	0.00	N/A
91	SAMPL5_028	PBS-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	9.39e+004	8.54e+004	N/A	N/A		0	0.00	N/A
92	SAMPL5_028	PBS-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.20e+005	9.97e+004	N/A	N/A		0	0.00	N/A
93	SAMPL5_028	PBS-G04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.07e+005	8.72e+004	N/A	N/A		0	0.00	N/A
94	SAMPL5_028	PBS-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	9.91e+004	7.81e+004	N/A	N/A		0	0.00	N/A
95	SAMPL5_028	PBS-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	1.06e+005	9.15e+004	N/A	N/A		0	0.00	N/A
96	SAMPL5_028	PBS-O04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.15e+005	9.30e+004	N/A	N/A		0	0.00	N/A
97	SAMPL5_009	CHX-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.61e+001	2.30e+001	N/A	N/A		0	0.00	N/A
98	SAMPL5_009	CHX-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.87e+001	3.58e+001	N/A	N/A		0	0.00	N/A
99	SAMPL5_009	CHX-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	6.41e+001	7.80e+001	N/A	N/A		0	0.00	N/A
100	SAMPL5_009	CHX-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	8.68e+001	6.85e+001	N/A	N/A		0	0.00	N/A
101	SAMPL5_009	CHX-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	9.24e+001	1.01e+002	N/A	N/A		0	0.00	N/A
102	SAMPL5_009	CHX-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	1.31e+002	1.10e+002	N/A	N/A		0	0.00	N/A
103	SAMPL5_009	PBS-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.58e+006	5.16e+005	N/A	N/A		0	0.00	N/A
104	SAMPL5_009	PBS-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.93e+006	3.79e+005	N/A	N/A		0	0.00	N/A
105	SAMPL5_009	PBS-B04	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.17e+006	2.78e+005	N/A	N/A		0	0.00	N/A
106	SAMPL5_009	PBS-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	9.18e+005	2.31e+005	N/A	N/A		0	0.00	N/A
107	SAMPL5_009	PBS-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	9.51e+005	2.35e+005	N/A	N/A		0	0.00	N/A
108	SAMPL5_009	PBS-J04	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	9.74e+005	2.57e+005	N/A	N/A		0	0.00	N/A
109	SAMPL5_030	CHX-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.67e+002	1.24e+002	N/A	N/A		0	0.00	N/A
110	SAMPL5_030	CHX-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	6.88e+001	6.12e+001	N/A	N/A		0	0.00	N/A
111	SAMPL5_030	CHX-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.64e+002	1.09e+002	N/A	N/A		0	0.00	N/A
112	SAMPL5_030	CHX-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	1.43e+002	8.07e+001	N/A	N/A		0	0.00	N/A
113	SAMPL5_030	CHX-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	2.07e+002	7.37e+001	N/A	N/A		0	0.00	N/A
114	SAMPL5_030	CHX-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	3.28e+002	1.12e+002	N/A	N/A		0	0.00	N/A
115	SAMPL5_030	PBS-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.61e+006	1.09e+006	N/A	N/A		0	0.00	N/A
116	SAMPL5_030	PBS-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.76e+006	1.18e+006	N/A	N/A		0	0.00	N/A
117	SAMPL5_030	PBS-H02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	3.08e+006	1.36e+006	N/A	N/A		0	0.00	N/A
118	SAMPL5_030	PBS-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	2.72e+006	1.18e+006	N/A	N/A		0	0.00	N/A
119	SAMPL5_030	PBS-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	2.53e+006	1.07e+006	N/A	N/A		0	0.00	N/A
120	SAMPL5_030	PBS-P02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	2.85e+006	1.22e+006	N/A	N/A		0	0.00	N/A
121	SAMPL5_041	CHX-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.16e+003	3.84e+002	N/A	N/A		1	0.00	N/A
122	SAMPL5_041	CHX-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	7.67e+002	3.15e+002	N/A	N/A		1	0.00	N/A
123	SAMPL5_041	CHX-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	9.47e+002	4.03e+002	N/A	N/A		1	0.00	N/A
124	SAMPL5_041	CHX-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	3.88e+004	2.03e+004	N/A	N/A		0	0.00	N/A
125	SAMPL5_041	CHX-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	4.89e+004	2.52e+004	N/A	N/A		0	0.00	N/A
126	SAMPL5_041	CHX-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	5.08e+004	2.72e+004	N/A	N/A		0	0.00	N/A
127	SAMPL5_041	PBS-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.44e+007	5.41e+006	N/A	N/A		0	0.00	N/A
128	SAMPL5_041	PBS-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.67e+007	5.62e+006	N/A	N/A		0	0.00	N/A
129	SAMPL5_041	PBS-A01	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.73e+007	5.67e+006	N/A	N/A		0	0.00	N/A
130	SAMPL5_041	PBS-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	8.91e+006	3.49e+006	N/A	N/A		0	0.00	N/A
131	SAMPL5_041	PBS-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	8.76e+006	3.90e+006	N/A	N/A		0	0.00	N/A
132	SAMPL5_041	PBS-I01	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	9.07e+006	3.98e+006	N/A	N/A		0	0.00	N/A
133	SAMPL5_037	CHX-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	3.56e+002	3.36e+002	N/A	N/A		0	0.00	N/A
134	SAMPL5_037	CHX-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	4.08e+002	4.16e+002	N/A	N/A		0	0.00	N/A
135	SAMPL5_037	CHX-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	3.26e+002	3.66e+002	N/A	N/A		1	0.00	N/A
136	SAMPL5_037	CHX-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	3.21e+002	3.01e+002	N/A	N/A		0	0.00	N/A
137	SAMPL5_037	CHX-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	3.88e+002	4.24e+002	N/A	N/A		0	0.00	N/A
138	SAMPL5_037	CHX-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	4.91e+002	4.84e+002	N/A	N/A		0	0.00	N/A
139	SAMPL5_037	PBS-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	2.42e+005	1.55e+005	N/A	N/A		0	0.00	N/A
140	SAMPL5_037	PBS-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.82e+005	1.81e+005	N/A	N/A		0	0.00	N/A
141	SAMPL5_037	PBS-F02	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	2.90e+005	1.80e+005	N/A	N/A		0	0.00	N/A
142	SAMPL5_037	PBS-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	2.38e+005	1.58e+005	N/A	N/A		0	0.00	N/A
143	SAMPL5_037	PBS-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	2.57e+005	1.47e+005	N/A	N/A		0	0.00	N/A
144	SAMPL5_037	PBS-N02	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	2.50e+005	1.64e+005	N/A	N/A		0	0.00	N/A
145	SAMPL5_038	CHX-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	3.16e+003	6.34e+002	N/A	N/A		0	0.00	N/A
146	SAMPL5_038	CHX-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	1.58e+003	4.90e+002	N/A	N/A		0	0.00	N/A
147	SAMPL5_038	CHX-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	1.65e+003	6.31e+002	N/A	N/A		1	0.00	N/A
148	SAMPL5_038	CHX-M03	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	1.78e+003	5.64e+002	N/A	N/A		1	0.00	N/A
149	SAMPL5_038	CHX-M03	Unknown	150917-Batch1Set1-wk38-BAS-02-B-CHXPBS.wiff	3.34e+003	5.53e+002	N/A	N/A		0	0.00	N/A
150	SAMPL5_038	CHX-M03	Unknown	150917-Batch1Set1-wk38-BAS-02-C-CHXPBS.wiff	2.26e+003	5.43e+002	N/A	N/A		0	0.00	N/A
151	SAMPL5_038	PBS-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-A-CHXPBS.wiff	1.93e+006	1.01e+006	N/A	N/A		0	0.00	N/A
152	SAMPL5_038	PBS-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-B-CHXPBS.wiff	2.21e+006	1.06e+006	N/A	N/A		0	0.00	N/A
153	SAMPL5_038	PBS-E03	Unknown	150917-Batch1Set1-wk38-BAS-01-C-CHXPBS.wiff	2.12e+006	1.01e+006	N/A	N/A		0	0.00	N/A
154	SAMPL5_038	PBS-M03	Unknown	150917-Batch1Set1-wk38-BAS-02-A-CHXPBS.wiff	1.97e+006	9.07e+005	N/A	N/A		0	0.00	N/A
