	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
37	SAMPL5_025	CHX-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.05e+000	4.87e+000	N/A	N/A		0	0.00	N/A
38	SAMPL5_025	CHX-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.62e+002	1.00e+002	N/A	N/A		0	0.00	N/A
39	SAMPL5_025	CHX-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	3.15e+002	9.44e+001	N/A	N/A		0	0.00	N/A
40	SAMPL5_025	CHX-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.81e+000	1.31e+001	N/A	N/A		0	0.00	N/A
41	SAMPL5_025	CHX-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.45e+002	9.30e+001	N/A	N/A		0	0.00	N/A
42	SAMPL5_025	CHX-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	7.77e+001	5.88e+001	N/A	N/A		0	0.00	N/A
43	SAMPL5_025	PBS-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.67e+006	3.16e+006	N/A	N/A		0	0.00	N/A
44	SAMPL5_025	PBS-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	5.52e+006	2.67e+006	N/A	N/A		0	0.00	N/A
45	SAMPL5_025	PBS-A01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.25e+006	2.12e+006	N/A	N/A		0	0.00	N/A
46	SAMPL5_025	PBS-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	7.37e+006	3.45e+006	N/A	N/A		0	0.00	N/A
47	SAMPL5_025	PBS-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	4.86e+006	2.32e+006	N/A	N/A		0	0.00	N/A
48	SAMPL5_025	PBS-I01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	3.55e+006	1.77e+006	N/A	N/A		0	0.00	N/A
49	SAMPL5_029	CHX-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.32e+003	6.20e+002	N/A	N/A		1	0.00	N/A
50	SAMPL5_029	CHX-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	6.82e+002	3.13e+002	N/A	N/A		0	0.00	N/A
51	SAMPL5_029	CHX-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	8.53e+002	3.79e+002	N/A	N/A		0	0.00	N/A
52	SAMPL5_029	CHX-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.52e+002	1.26e+002	N/A	N/A		1	0.00	N/A
53	SAMPL5_029	CHX-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	6.86e+001	5.78e+001	N/A	N/A		1	0.00	N/A
54	SAMPL5_029	CHX-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.89e+001	2.35e+001	N/A	N/A		1	0.00	N/A
55	SAMPL5_029	PBS-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	9.26e+004	4.14e+004	N/A	N/A		0	0.00	N/A
56	SAMPL5_029	PBS-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	6.02e+004	2.82e+004	N/A	N/A		0	0.00	N/A
57	SAMPL5_029	PBS-F02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.46e+004	2.32e+004	N/A	N/A		0	0.00	N/A
58	SAMPL5_029	PBS-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	8.41e+004	4.24e+004	N/A	N/A		0	0.00	N/A
59	SAMPL5_029	PBS-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	5.47e+004	2.64e+004	N/A	N/A		0	0.00	N/A
60	SAMPL5_029	PBS-N02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	3.93e+004	1.95e+004	N/A	N/A		0	0.00	N/A
61	SAMPL5_033	CHX-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	3.98e+004	1.96e+004	N/A	N/A		0	0.00	N/A
62	SAMPL5_033	CHX-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.93e+004	1.82e+004	N/A	N/A		0	0.00	N/A
63	SAMPL5_033	CHX-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.43e+004	1.16e+004	N/A	N/A		0	0.00	N/A
64	SAMPL5_033	CHX-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	4.09e+004	1.94e+004	N/A	N/A		0	0.00	N/A
65	SAMPL5_033	CHX-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.42e+004	1.59e+004	N/A	N/A		0	0.00	N/A
66	SAMPL5_033	CHX-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	2.64e+004	1.28e+004	N/A	N/A		0	0.00	N/A
67	SAMPL5_033	PBS-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.42e+004	7.14e+003	N/A	N/A		0	0.00	N/A
68	SAMPL5_033	PBS-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.26e+004	5.93e+003	N/A	N/A		0	0.00	N/A
69	SAMPL5_033	PBS-A04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	7.07e+003	3.44e+003	N/A	N/A		0	0.00	N/A
70	SAMPL5_033	PBS-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.43e+004	7.24e+003	N/A	N/A		0	0.00	N/A
71	SAMPL5_033	PBS-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.11e+004	5.61e+003	N/A	N/A		0	0.00	N/A
72	SAMPL5_033	PBS-I04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.72e+003	2.78e+003	N/A	N/A		0	0.00	N/A
73	SAMPL5_040	CHX-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.79e+001	4.42e+001	N/A	N/A		1	0.00	N/A
74	SAMPL5_040	CHX-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.20e+002	4.33e+001	N/A	N/A		0	0.00	N/A
75	SAMPL5_040	CHX-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.03e+001	2.35e+001	N/A	N/A		1	0.00	N/A
76	SAMPL5_040	CHX-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.14e+002	5.69e+001	N/A	N/A		0	0.00	N/A
77	SAMPL5_040	CHX-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.04e+002	3.12e+001	N/A	N/A		1	0.00	N/A
78	SAMPL5_040	CHX-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.94e+001	4.64e+001	N/A	N/A		0	0.00	N/A
79	SAMPL5_040	PBS-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.27e+007	5.33e+006	N/A	N/A		0	0.00	N/A
80	SAMPL5_040	PBS-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.11e+007	4.86e+006	N/A	N/A		0	0.00	N/A
81	SAMPL5_040	PBS-F03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	6.87e+006	3.35e+006	N/A	N/A		0	0.00	N/A
82	SAMPL5_040	PBS-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.35e+007	5.45e+006	N/A	N/A		0	0.00	N/A
83	SAMPL5_040	PBS-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.16e+007	5.00e+006	N/A	N/A		0	0.00	N/A
84	SAMPL5_040	PBS-N03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	6.54e+006	3.16e+006	N/A	N/A		0	0.00	N/A
85	SAMPL5_043	CHX-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.64e+002	5.71e+001	N/A	N/A		0	0.00	N/A
86	SAMPL5_043	CHX-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	6.73e+001	3.51e+001	N/A	N/A		1	0.00	N/A
87	SAMPL5_043	CHX-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	6.08e+001	4.58e+001	N/A	N/A		1	0.00	N/A
88	SAMPL5_043	CHX-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.03e+002	4.01e+001	N/A	N/A		1	0.00	N/A
89	SAMPL5_043	CHX-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	4.20e+001	4.15e+001	N/A	N/A		1	0.00	N/A
90	SAMPL5_043	CHX-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.85e+001	4.04e+001	N/A	N/A		1	0.00	N/A
91	SAMPL5_043	PBS-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	5.31e+006	2.39e+006	N/A	N/A		0	0.00	N/A
92	SAMPL5_043	PBS-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.63e+006	1.65e+006	N/A	N/A		0	0.00	N/A
93	SAMPL5_043	PBS-H02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.53e+006	1.18e+006	N/A	N/A		0	0.00	N/A
94	SAMPL5_043	PBS-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	5.33e+006	2.49e+006	N/A	N/A		0	0.00	N/A
95	SAMPL5_043	PBS-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.62e+006	1.62e+006	N/A	N/A		0	0.00	N/A
96	SAMPL5_043	PBS-P02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	2.45e+006	1.20e+006	N/A	N/A		0	0.00	N/A
97	SAMPL5_010	CHX-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.05e+001	2.73e+001	N/A	N/A		0	0.00	N/A
98	SAMPL5_010	CHX-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.01e+001	4.33e+001	N/A	N/A		0	0.00	N/A
99	SAMPL5_010	CHX-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	7.07e+001	7.36e+001	N/A	N/A		0	0.00	N/A
100	SAMPL5_010	CHX-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	9.14e+001	9.11e+001	N/A	N/A		0	0.00	N/A
101	SAMPL5_010	CHX-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	1.13e+002	8.23e+001	N/A	N/A		0	0.00	N/A
102	SAMPL5_010	CHX-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.04e+002	9.00e+001	N/A	N/A		0	0.00	N/A
103	SAMPL5_010	PBS-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	8.28e+004	5.16e+004	N/A	N/A		0	0.00	N/A
104	SAMPL5_010	PBS-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	6.00e+004	3.37e+004	N/A	N/A		0	0.00	N/A
105	SAMPL5_010	PBS-E04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	3.79e+004	1.91e+004	N/A	N/A		0	0.00	N/A
106	SAMPL5_010	PBS-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	8.31e+004	4.59e+004	N/A	N/A		0	0.00	N/A
107	SAMPL5_010	PBS-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	6.54e+004	3.38e+004	N/A	N/A		0	0.00	N/A
108	SAMPL5_010	PBS-M04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.64e+004	5.88e+003	N/A	N/A		0	0.00	N/A
109	SAMPL5_036	CHX-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	8.27e+001	6.78e+001	N/A	N/A		0	0.00	N/A
110	SAMPL5_036	CHX-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	8.41e+001	5.25e+001	N/A	N/A		0	0.00	N/A
111	SAMPL5_036	CHX-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	5.32e+001	3.35e+001	N/A	N/A		0	0.00	N/A
112	SAMPL5_036	CHX-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	9.67e+001	5.42e+001	N/A	N/A		0	0.00	N/A
113	SAMPL5_036	CHX-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.43e+001	3.01e+001	N/A	N/A		0	0.00	N/A
114	SAMPL5_036	CHX-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.04e+001	3.00e+001	N/A	N/A		0	0.00	N/A
115	SAMPL5_036	PBS-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.04e+006	2.90e+006	N/A	N/A		0	0.00	N/A
116	SAMPL5_036	PBS-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	3.11e+006	1.63e+006	N/A	N/A		0	0.00	N/A
117	SAMPL5_036	PBS-G01	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	2.26e+006	1.26e+006	N/A	N/A		0	0.00	N/A
118	SAMPL5_036	PBS-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	5.77e+006	2.98e+006	N/A	N/A		0	0.00	N/A
119	SAMPL5_036	PBS-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	3.48e+006	1.86e+006	N/A	N/A		0	0.00	N/A
120	SAMPL5_036	PBS-O01	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	2.28e+006	1.25e+006	N/A	N/A		0	0.00	N/A
121	SAMPL5_042	CHX-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	1.13e+003	5.58e+002	N/A	N/A		0	0.00	N/A
122	SAMPL5_042	CHX-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	9.77e+002	4.59e+002	N/A	N/A		0	0.00	N/A
123	SAMPL5_042	CHX-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.62e+002	2.22e+002	N/A	N/A		0	0.00	N/A
124	SAMPL5_042	CHX-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.22e+003	6.03e+002	N/A	N/A		0	0.00	N/A
125	SAMPL5_042	CHX-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	9.37e+002	4.91e+002	N/A	N/A		0	0.00	N/A
126	SAMPL5_042	CHX-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.60e+002	3.09e+002	N/A	N/A		0	0.00	N/A
127	SAMPL5_042	PBS-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	3.61e+005	1.88e+005	N/A	N/A		0	0.00	N/A
128	SAMPL5_042	PBS-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.52e+005	1.24e+005	N/A	N/A		0	0.00	N/A
129	SAMPL5_042	PBS-C03	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.38e+005	6.78e+004	N/A	N/A		0	0.00	N/A
130	SAMPL5_042	PBS-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	3.27e+005	1.61e+005	N/A	N/A		0	0.00	N/A
131	SAMPL5_042	PBS-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.47e+005	1.31e+005	N/A	N/A		0	0.00	N/A
132	SAMPL5_042	PBS-K03	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.32e+005	6.89e+004	N/A	N/A		0	0.00	N/A
133	SAMPL5_044	CHX-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	6.53e+002	3.95e+002	N/A	N/A		0	0.00	N/A
134	SAMPL5_044	CHX-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	5.92e+002	2.43e+002	N/A	N/A		0	0.00	N/A
135	SAMPL5_044	CHX-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.15e+002	2.05e+002	N/A	N/A		0	0.00	N/A
136	SAMPL5_044	CHX-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	8.70e+002	3.94e+002	N/A	N/A		0	0.00	N/A
137	SAMPL5_044	CHX-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	7.80e+002	3.83e+002	N/A	N/A		0	0.00	N/A
138	SAMPL5_044	CHX-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	6.02e+002	2.76e+002	N/A	N/A		0	0.00	N/A
139	SAMPL5_044	PBS-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	4.33e+003	1.70e+003	N/A	N/A		0	0.00	N/A
140	SAMPL5_044	PBS-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	1.10e+003	5.39e+002	N/A	N/A		0	0.00	N/A
141	SAMPL5_044	PBS-H04	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	4.87e+002	2.63e+002	N/A	N/A		0	0.00	N/A
142	SAMPL5_044	PBS-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	1.05e+003	5.76e+002	N/A	N/A		0	0.00	N/A
143	SAMPL5_044	PBS-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	8.79e+002	4.85e+002	N/A	N/A		0	0.00	N/A
144	SAMPL5_044	PBS-P04	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	5.17e+002	2.35e+002	N/A	N/A		0	0.00	N/A
145	SAMPL5_045	CHX-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	3.12e+003	1.87e+003	N/A	N/A		0	0.00	N/A
146	SAMPL5_045	CHX-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	2.29e+003	1.24e+003	N/A	N/A		0	0.00	N/A
147	SAMPL5_045	CHX-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	1.57e+003	8.34e+002	N/A	N/A		0	0.00	N/A
148	SAMPL5_045	CHX-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	2.83e+003	1.46e+003	N/A	N/A		0	0.00	N/A
149	SAMPL5_045	CHX-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-B-CHXPBS.wiff	2.66e+003	1.36e+003	N/A	N/A		0	0.00	N/A
150	SAMPL5_045	CHX-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-C-CHXPBS.wiff	1.59e+003	9.06e+002	N/A	N/A		0	0.00	N/A
151	SAMPL5_045	PBS-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-A-CHXPBS.wiff	7.39e+006	3.61e+006	N/A	N/A		0	0.00	N/A
152	SAMPL5_045	PBS-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-B-CHXPBS.wiff	4.80e+006	2.53e+006	N/A	N/A		0	0.00	N/A
153	SAMPL5_045	PBS-C02	Unknown	150923-Batch1Set2-wk39-BAS-01-C-CHXPBS.wiff	3.96e+006	1.94e+006	N/A	N/A		0	0.00	N/A
154	SAMPL5_045	PBS-K02	Unknown	150923-Batch1Set2-wk39-BAS-02-A-CHXPBS.wiff	7.98e+006	3.84e+006	N/A	N/A		0	0.00	N/A
