# Second set of samples for SAMPL_086 (STD-32) manually renamed to be repeat 03 and 04
	Sample Name	Sample ID	Sample Type	File Name	Analyte Peak Area (counts)	Analyte Peak Height (cps)	Analyte Concentration (ng/mL)	Standard Query Status	Use Record	Record Modified	Calculated Concentration (ng/mL)	Accuracy (%)
22	SAMPL5_066	PBS-J01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	6.67e+005	1.68e+005	N/A	N/A		0	0.00	N/A
23	SAMPL5_066	PBS-J01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	5.33e+005	2.21e+005	N/A	N/A		0	0.00	N/A
24	SAMPL5_066	PBS-J01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	4.69e+005	1.18e+005	N/A	N/A		0	0.00	N/A
25	SAMPL5_067	CHX-C01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	6.50e+003	3.79e+003	N/A	N/A		0	0.00	N/A
26	SAMPL5_067	CHX-C01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.14e+003	1.99e+003	N/A	N/A		0	0.00	N/A
27	SAMPL5_067	CHX-C01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	4.24e+003	2.43e+003	N/A	N/A		0	0.00	N/A
28	SAMPL5_067	CHX-K01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	6.87e+003	4.10e+003	N/A	N/A		0	0.00	N/A
29	SAMPL5_067	CHX-K01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.85e+003	1.63e+003	N/A	N/A		0	0.00	N/A
30	SAMPL5_067	CHX-K01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	4.84e+003	2.64e+003	N/A	N/A		0	0.00	N/A
31	SAMPL5_067	PBS-C01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.38e+006	1.37e+006	N/A	N/A		0	0.00	N/A
32	SAMPL5_067	PBS-C01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.05e+006	1.17e+006	N/A	N/A		0	0.00	N/A
33	SAMPL5_067	PBS-C01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.03e+006	5.56e+005	N/A	N/A		0	0.00	N/A
34	SAMPL5_067	PBS-K01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.42e+006	1.36e+006	N/A	N/A		0	0.00	N/A
35	SAMPL5_067	PBS-K01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.96e+006	1.09e+006	N/A	N/A		0	0.00	N/A
36	SAMPL5_067	PBS-K01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.05e+006	5.58e+005	N/A	N/A		0	0.00	N/A
37	SAMPL5_068	CHX-D01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.20e+004	1.89e+004	N/A	N/A		0	0.00	N/A
38	SAMPL5_068	CHX-D01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.80e+004	1.21e+004	N/A	N/A		0	0.00	N/A
39	SAMPL5_068	CHX-D01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	4.03e+004	1.69e+004	N/A	N/A		0	0.00	N/A
40	SAMPL5_068	CHX-L01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.44e+004	1.85e+004	N/A	N/A		0	0.00	N/A
41	SAMPL5_068	CHX-L01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.50e+004	1.06e+004	N/A	N/A		0	0.00	N/A
42	SAMPL5_068	CHX-L01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	4.11e+004	1.72e+004	N/A	N/A		0	0.00	N/A
43	SAMPL5_068	PBS-D01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	3.87e+004	1.86e+004	N/A	N/A		0	0.00	N/A
44	SAMPL5_068	PBS-D01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.62e+004	1.71e+004	N/A	N/A		0	0.00	N/A
45	SAMPL5_068	PBS-D01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.77e+004	7.98e+003	N/A	N/A		0	0.00	N/A
46	SAMPL5_068	PBS-L01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.84e+004	1.87e+004	N/A	N/A		0	0.00	N/A
47	SAMPL5_068	PBS-L01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.90e+004	1.41e+004	N/A	N/A		0	0.00	N/A
48	SAMPL5_068	PBS-L01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.39e+004	6.54e+003	N/A	N/A		0	0.00	N/A
49	SAMPL5_069	CHX-E01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.22e+004	7.92e+003	N/A	N/A		0	0.00	N/A
50	SAMPL5_069	CHX-E01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.47e+003	1.99e+003	N/A	N/A		0	0.00	N/A
51	SAMPL5_069	CHX-E01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	9.68e+003	6.26e+003	N/A	N/A		0	0.00	N/A
52	SAMPL5_069	CHX-M01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.25e+004	8.00e+003	N/A	N/A		0	0.00	N/A
53	SAMPL5_069	CHX-M01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	6.93e+003	4.72e+003	N/A	N/A		0	0.00	N/A
54	SAMPL5_069	CHX-M01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	9.68e+003	4.72e+003	N/A	N/A		0	0.00	N/A
55	SAMPL5_069	PBS-E01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.33e+006	1.96e+006	N/A	N/A		0	0.00	N/A
56	SAMPL5_069	PBS-E01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.23e+006	2.32e+006	N/A	N/A		0	0.00	N/A
57	SAMPL5_069	PBS-E01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.38e+006	8.30e+005	N/A	N/A		0	0.00	N/A
58	SAMPL5_069	PBS-M01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.02e+006	1.81e+006	N/A	N/A		0	0.00	N/A
59	SAMPL5_069	PBS-M01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.29e+006	2.49e+006	N/A	N/A		0	0.00	N/A
60	SAMPL5_069	PBS-M01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.07e+006	1.16e+006	N/A	N/A		0	0.00	N/A
61	SAMPL5_070	CHX-F01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.03e+005	5.94e+004	N/A	N/A		0	0.00	N/A
62	SAMPL5_070	CHX-F01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	5.07e+004	2.82e+004	N/A	N/A		0	0.00	N/A
63	SAMPL5_070	CHX-F01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.14e+004	3.90e+004	N/A	N/A		0	0.00	N/A
64	SAMPL5_070	CHX-N01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.03e+005	5.68e+004	N/A	N/A		0	0.00	N/A
65	SAMPL5_070	CHX-N01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.83e+004	2.55e+004	N/A	N/A		0	0.00	N/A
66	SAMPL5_070	CHX-N01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	7.10e+004	3.80e+004	N/A	N/A		0	0.00	N/A
67	SAMPL5_070	PBS-F01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.07e+004	2.40e+004	N/A	N/A		0	0.00	N/A
68	SAMPL5_070	PBS-F01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	5.39e+004	3.14e+004	N/A	N/A		0	0.00	N/A
69	SAMPL5_070	PBS-F01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.27e+004	1.23e+004	N/A	N/A		0	0.00	N/A
70	SAMPL5_070	PBS-N01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.11e+004	2.32e+004	N/A	N/A		0	0.00	N/A
71	SAMPL5_070	PBS-N01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.33e+004	2.44e+004	N/A	N/A		0	0.00	N/A
72	SAMPL5_070	PBS-N01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.98e+004	1.07e+004	N/A	N/A		0	0.00	N/A
73	SAMPL5_071	CHX-G01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.48e+004	7.59e+003	N/A	N/A		0	0.00	N/A
74	SAMPL5_071	CHX-G01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.72e+003	1.73e+003	N/A	N/A		0	0.00	N/A
75	SAMPL5_071	CHX-G01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.93e+003	4.31e+003	N/A	N/A		0	0.00	N/A
76	SAMPL5_071	CHX-O01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.82e+004	8.98e+003	N/A	N/A		0	0.00	N/A
77	SAMPL5_071	CHX-O01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	6.51e+003	2.97e+003	N/A	N/A		0	0.00	N/A
78	SAMPL5_071	CHX-O01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	7.74e+003	2.21e+003	N/A	N/A		0	0.00	N/A
79	SAMPL5_071	PBS-G01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.33e+005	1.23e+005	N/A	N/A		0	0.00	N/A
80	SAMPL5_071	PBS-G01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.03e+005	9.33e+004	N/A	N/A		0	0.00	N/A
81	SAMPL5_071	PBS-G01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	5.36e+004	2.65e+004	N/A	N/A		0	0.00	N/A
82	SAMPL5_071	PBS-O01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	4.34e+005	2.11e+005	N/A	N/A		0	0.00	N/A
83	SAMPL5_071	PBS-O01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.70e+005	1.37e+005	N/A	N/A		0	0.00	N/A
84	SAMPL5_071	PBS-O01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	5.50e+004	2.79e+004	N/A	N/A		0	0.00	N/A
85	SAMPL5_072	CHX-H01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	6.68e+005	3.78e+005	N/A	N/A		0	0.00	N/A
86	SAMPL5_072	CHX-H01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.57e+005	1.46e+005	N/A	N/A		0	0.00	N/A
87	SAMPL5_072	CHX-H01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	4.13e+005	2.29e+005	N/A	N/A		0	0.00	N/A
88	SAMPL5_072	CHX-P01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	6.84e+005	3.84e+005	N/A	N/A		0	0.00	N/A
89	SAMPL5_072	CHX-P01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.77e+005	1.57e+005	N/A	N/A		0	0.00	N/A
90	SAMPL5_072	CHX-P01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.94e+005	2.18e+005	N/A	N/A		0	0.00	N/A
91	SAMPL5_072	PBS-H01	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.51e+006	1.35e+006	N/A	N/A		0	0.00	N/A
92	SAMPL5_072	PBS-H01	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.46e+006	1.38e+006	N/A	N/A		0	0.00	N/A
93	SAMPL5_072	PBS-H01	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.19e+006	6.41e+005	N/A	N/A		0	0.00	N/A
94	SAMPL5_072	PBS-P01	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.98e+006	1.65e+006	N/A	N/A		0	0.00	N/A
95	SAMPL5_072	PBS-P01	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.88e+006	1.05e+006	N/A	N/A		0	0.00	N/A
96	SAMPL5_072	PBS-P01	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.40e+006	7.39e+005	N/A	N/A		0	0.00	N/A
97	SAMPL5_073	CHX-A02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.04e+001	2.00e+001	N/A	N/A		1	0.00	N/A
98	SAMPL5_073	CHX-A02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.26e+001	1.71e+001	N/A	N/A		1	0.00	N/A
99	SAMPL5_073	CHX-A02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.80e+000	3.75e+000	N/A	N/A		1	0.00	N/A
100	SAMPL5_073	CHX-I02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.20e+001	2.76e+001	N/A	N/A		1	0.00	N/A
101	SAMPL5_073	CHX-I02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	9.81e+000	1.21e+001	N/A	N/A		1	0.00	N/A
102	SAMPL5_073	CHX-I02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.78e+001	2.04e+001	N/A	N/A		1	0.00	N/A
103	SAMPL5_073	PBS-A02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.64e+006	8.32e+005	N/A	N/A		0	0.00	N/A
104	SAMPL5_073	PBS-A02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.30e+006	6.59e+005	N/A	N/A		0	0.00	N/A
105	SAMPL5_073	PBS-A02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	6.27e+005	3.26e+005	N/A	N/A		0	0.00	N/A
106	SAMPL5_073	PBS-I02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.30e+006	6.71e+005	N/A	N/A		0	0.00	N/A
107	SAMPL5_073	PBS-I02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.11e+006	5.86e+005	N/A	N/A		0	0.00	N/A
108	SAMPL5_073	PBS-I02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.08e+006	1.06e+006	N/A	N/A		0	0.00	N/A
109	SAMPL5_074	CHX-B02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.03e+002	1.98e+002	N/A	N/A		1	0.00	N/A
110	SAMPL5_074	CHX-B02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.47e+002	7.97e+001	N/A	N/A		1	0.00	N/A
111	SAMPL5_074	CHX-B02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.27e+002	1.64e+002	N/A	N/A		1	0.00	N/A
112	SAMPL5_074	CHX-J02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.36e+002	1.68e+002	N/A	N/A		1	0.00	N/A
113	SAMPL5_074	CHX-J02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.47e+002	7.99e+001	N/A	N/A		1	0.00	N/A
114	SAMPL5_074	CHX-J02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.09e+002	7.50e+001	N/A	N/A		1	0.00	N/A
115	SAMPL5_074	PBS-B02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.66e+005	5.85e+005	N/A	N/A		1	0.00	N/A
116	SAMPL5_074	PBS-B02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.41e+005	4.40e+005	N/A	N/A		1	0.00	N/A
117	SAMPL5_074	PBS-B02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	3.38e+005	2.76e+005	N/A	N/A		1	0.00	N/A
118	SAMPL5_074	PBS-J02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	6.99e+005	6.61e+005	N/A	N/A		1	0.00	N/A
119	SAMPL5_074	PBS-J02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	3.93e+005	3.85e+005	N/A	N/A		1	0.00	N/A
120	SAMPL5_074	PBS-J02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.84e+005	3.11e+005	N/A	N/A		1	0.00	N/A
121	SAMPL5_075	CHX-C02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	2.41e+002	1.15e+002	N/A	N/A		1	0.00	N/A
122	SAMPL5_075	CHX-C02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.86e+002	1.14e+002	N/A	N/A		0	0.00	N/A
123	SAMPL5_075	CHX-C02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.71e+002	1.07e+002	N/A	N/A		0	0.00	N/A
124	SAMPL5_075	CHX-K02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.40e+002	2.19e+002	N/A	N/A		0	0.00	N/A
125	SAMPL5_075	CHX-K02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.22e+002	6.22e+001	N/A	N/A		1	0.00	N/A
126	SAMPL5_075	CHX-K02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.46e+002	1.64e+002	N/A	N/A		0	0.00	N/A
127	SAMPL5_075	PBS-C02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	3.50e+006	1.79e+006	N/A	N/A		0	0.00	N/A
128	SAMPL5_075	PBS-C02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	2.81e+006	1.56e+006	N/A	N/A		0	0.00	N/A
129	SAMPL5_075	PBS-C02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.17e+006	6.05e+005	N/A	N/A		0	0.00	N/A
130	SAMPL5_075	PBS-K02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	3.23e+006	1.74e+006	N/A	N/A		0	0.00	N/A
131	SAMPL5_075	PBS-K02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.94e+006	1.05e+006	N/A	N/A		0	0.00	N/A
132	SAMPL5_075	PBS-K02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.67e+006	1.44e+006	N/A	N/A		0	0.00	N/A
133	SAMPL5_076	CHX-D02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	8.12e+001	3.65e+001	N/A	N/A		0	0.00	N/A
134	SAMPL5_076	CHX-D02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	3.43e+001	2.33e+001	N/A	N/A		0	0.00	N/A
135	SAMPL5_076	CHX-D02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	2.21e+001	1.60e+001	N/A	N/A		0	0.00	N/A
136	SAMPL5_076	CHX-L02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	8.97e+001	4.11e+001	N/A	N/A		0	0.00	N/A
137	SAMPL5_076	CHX-L02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	2.21e+001	2.24e+001	N/A	N/A		0	0.00	N/A
138	SAMPL5_076	CHX-L02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	2.59e+001	2.61e+001	N/A	N/A		0	0.00	N/A
139	SAMPL5_076	PBS-D02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	9.21e+001	4.01e+001	N/A	N/A		0	0.00	N/A
140	SAMPL5_076	PBS-D02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	6.48e+001	3.36e+001	N/A	N/A		0	0.00	N/A
141	SAMPL5_076	PBS-D02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	7.21e+001	4.20e+001	N/A	N/A		0	0.00	N/A
142	SAMPL5_076	PBS-L02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.12e+002	7.33e+001	N/A	N/A		0	0.00	N/A
143	SAMPL5_076	PBS-L02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.40e+001	2.33e+001	N/A	N/A		0	0.00	N/A
144	SAMPL5_076	PBS-L02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.92e+001	4.43e+001	N/A	N/A		0	0.00	N/A
145	SAMPL5_077	CHX-E02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	4.90e+000	8.75e+000	N/A	N/A		0	0.00	N/A
146	SAMPL5_077	CHX-E02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.40e+000	3.75e+000	N/A	N/A		0	0.00	N/A
147	SAMPL5_077	CHX-E02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.44e+001	2.19e+001	N/A	N/A		0	0.00	N/A
148	SAMPL5_077	CHX-M02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.94e+001	2.46e+001	N/A	N/A		0	0.00	N/A
149	SAMPL5_077	CHX-M02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	9.46e+000	1.52e+001	N/A	N/A		0	0.00	N/A
150	SAMPL5_077	CHX-M02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.26e+001	2.04e+001	N/A	N/A		0	0.00	N/A
151	SAMPL5_077	PBS-E02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	1.89e+001	2.74e+001	N/A	N/A		0	0.00	N/A
152	SAMPL5_077	PBS-E02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	1.61e+001	2.30e+001	N/A	N/A		0	0.00	N/A
153	SAMPL5_077	PBS-E02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.33e+001	1.87e+001	N/A	N/A		0	0.00	N/A
154	SAMPL5_077	PBS-M02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	1.47e+001	2.38e+001	N/A	N/A		0	0.00	N/A
155	SAMPL5_077	PBS-M02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	1.68e+001	2.71e+001	N/A	N/A		0	0.00	N/A
156	SAMPL5_077	PBS-M02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	1.30e+001	1.55e+001	N/A	N/A		0	0.00	N/A
157	SAMPL5_078	CHX-F02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	5.11e+001	2.77e+001	N/A	N/A		1	0.00	N/A
158	SAMPL5_078	CHX-F02	Unknown	150925-STD-wk39-BAS-01-B-CHXPBS.wiff	4.83e+001	3.45e+001	N/A	N/A		0	0.00	N/A
159	SAMPL5_078	CHX-F02	Unknown	150925-STD-wk39-BAS-01-C-CHXPBS.wiff	1.96e+001	2.22e+001	N/A	N/A		1	0.00	N/A
160	SAMPL5_078	CHX-N02	Unknown	150925-STD-wk39-BAS-02-A-CHXPBS.wiff	2.17e+001	2.12e+001	N/A	N/A		1	0.00	N/A
161	SAMPL5_078	CHX-N02	Unknown	150925-STD-wk39-BAS-02-B-CHXPBS.wiff	4.62e+001	2.32e+001	N/A	N/A		1	0.00	N/A
162	SAMPL5_078	CHX-N02	Unknown	150925-STD-wk39-BAS-02-C-CHXPBS.wiff	3.05e+001	3.03e+001	N/A	N/A		0	0.00	N/A
163	SAMPL5_078	PBS-F02	Unknown	150925-STD-wk39-BAS-01-A-CHXPBS.wiff	6.67e+005	3.45e+005	N/A	N/A		0	0.00	N/A
